,Ypd
SIP5,1
NUP53,1
ADD37,1
RTP1,1
HSC82,1
GCV2,1
RPL36A,1
YMR206W,1
ERG12,1
UBP8,1
RSN1,1
GPI12,1
TDA1,2
GOT1,1
ELP6,1
COX14,1
TUB3,1
NDI1,2
TAF8,1
NUP188,1
TUB1,1
YML083C,1
ATP18,1
NTE1,1
YML053C,1
RRN11,1
VPS71,1
ERG6,1
CDC5,1
SEC59,1
ERG5,1
SUB1,1
NUP116,1
PDS5,1
SPC24,1
SHH3,1
RPL15B,2
PSO2,1
RGM1,1
MRPS17,1
CMC4,1
PFK2,1
HFA1,1
FMP42,1
FSH2,1
PET111,1
YMR265C,1
CAT8,1
HAS1,2
SCW10,1
GLC8,1
YNL320W,1
TOS6,1
PRM1,1
POL2,1
SLA2,1
CSL4,1
ADE12,1
YNL190W,1
CBK1,1
PGA1,1
IGO1,1
KRE33,1
SPC98,1
NAF1,1
MLS1,1
RPC19,1
DBP2,1
MET4,1
NST1,1
RHO2,1
NIS1,1
IMP4,1
SUN4,1
AQR1,1
ALG11,1
PUB1,1
LST8,1
URK1,1
YNR014W,2
TIM23,2
DBP6,1
DPI29,1
RPD3,1
KRI1,1
RPL18B,1
MRPL10,2
ERG24,1
BNI1,1
YIF1,1
SUI1,1
PDR16,1
URE2,1
POP1,1
GCR2,1
WHI3,1
MRPL19,1
MRPL22,1
PSD1,1
FMP41,1
ASI2,1
FYV6,1
ESBP6,1
DCP2,1
YNL115C,1
CYB5,1
NOP15,1
LEU4,1
TPM1,1
SFB2,1
ASI3,1
SIS1,1
PRP2,1
PHO91,2
ACC1,2
MRPS12,1
RSM19,1
ZRG17,1
POP2,1
RRP40,1
VPS68,1
HRP1,1
SHR5,1
ZEO1,2
PKH2,1
YPQ1,1
GAL11,2
LAG2,1
TAT2,1
PLB3,1
SIN3,2
HST3,1
IRC23,1
SGO1,2
UFE1,1
RTS2,1
BUD21,1
ARF3,1
RAS1,1
RPT5,1
MRPL23,1
PET123,1
TUF1,1
MCA1,1
DSC3,1
DFR1,1
HES1,1
SRL1,1
RBL2,1
PNT1,1
PAC1,1
YTM1,1
YOR289W,1
YPK9,1
BUD7,1
CPA1,1
HSH49,2
MYO2,1
KRE5,1
REV1,1
SPT20,1
PEX11,1
RIB4,1
CDC33,1
TRM11,1
MDY2,1
INO4,1
IZH4,1
SPE2,2
MDM38,1
MIM1,1
DIS3,1
HTZ1,1
TOP1,2
RPB11,3
SFM1,1
AHC1,1
DBP5,1
RAT1,1
NRT1,1
CDC21,1
SKI7,1
CMR2,1
CRC1,1
RPO31,1
PFY1,1
LEO1,1
ADE2,1
SPP2,1
SMP3,1
RPB2,1
ATG40,1
PUP1,1
LIP5,1
BFR1,1
ENV9,1
HRK1,1
FSF1,1
RRP36,1
SNF2,1
MBF1,1
FRT1,1
ALA1,1
SOG2,1
PRT1,1
GPB1,1
KAR9,1
ACM1,1
DIM1,1
CUB1,1
YAR1,1
SUI3,1
FAS2,1
YPL225W,1
NIP7,1
TYW1,1
HRR25,1
CTI6,1
TCO89,1
CBC2,1
MRX4,1
CDC60,1
RRD2,1
RPL33A,1
NAN1,1
VPS30,1
HOS3,1
CAR1,1
GCR1,1
GRX5,1
LEE1,1
PMA2,1
HAA1,1
ATH1,1
CSR2,2
GLN1,1
VMA13,1
SEC8,1
UBA3,2
ISA2,3
NOT5,1
MRPL51,1
SNT309,1
TOM5,1
MSS18,1
ASN1,1
NCE102,1
MMS1,1
SMX3,1
DPM1,1
ATG41,2
RPL36B,2
PUS1,1
PGC1,1
NAB3,1
RTT10,1
MEX67,1
BEM4,1
HHO1,1
IDI1,1
ATP4,1
LGE1,1
EGD1,1
TIF6,1
CCL1,1
APL4,2
TKL1,1
NVJ2,1
TMH18,1
SPN1,1
NOC4,1
YPR148C,1
TPO3,2
SEC23,1
IAI11,1
SHP1,1
TOD6,1
SEC17,1
PSY4,1
ECM13,1
FMT1,1
SCT1,1
MNC1,1
ECM33,1
YBR096W,1
RAD16,1
CKS1,1
MEC1,1
YSY6,1
EXO5,1
UBS1,1
SWD3,1
YPC1,1
COS111,2
PRP5,1
DUT1,1
SRB6,1
TEL1,1
RPL23A,1
ILS1,1
CMC2,1
YBL055C,1
SAS3,1
PIN4,1
EDE1,1
COR1,1
YBL036C,1
RRN6,1
KAP104,1
PDX3,1
TCM62,1
REB1,2
YBR053C,1
ECM2,1
NRG2,1
SLM4,1
SPT7,2
NHP6B,1
TIM12,1
RXT2,1
CYC8,1
HSL7,1
SUP45,1
TOS1,1
ARL1,1
SMY2,1
UMP1,1
FZO1,1
PYC2,1
PCS60,1
ABD1,1
RDT1,1
SPB1,1
GLK1,2
BPH1,3
BUD31,1
ATG15,1
FIG2,1
CDC50,1
PDI1,1
NFS1,1
YCR006C,2
RHB1,1
RPS14A,1
TAF2,1
SED4,1
OCA4,1
OST4,1
SHS1,1
SHR3,1
NHP2,2
GLE1,2
PAR32,1
ENT1,1
CLB3,1
RPN5,1
ARF2,1
CDC53,1
PCL2,1
YDL086W,1
NDE2,1
BDF2,1
SIT4,1
NPC2,1
MRP10,1
DBP10,1
ARP2,1
APC11,1
RPT2,1
ATP16,1
YRB1,1
RCR2,1
RSM10,1
MAK21,2
RPS13,1
RRG1,1
SNF11,1
BMH2,1
STE5,1
TAF12,1
EKI1,1
RPA14,1
HOM2,1
HMO1,1
HST4,1
MSS4,1
GTB1,1
IVY1,1
HEM1,1
BFR2,1
PMT7,2
SWR1,1
SAC7,1
PPN1,1
TOM1,1
PKH3,1
SNF1,1
LCD1,1
SMT3,1
SDH7,1
HLR1,1
GCS1,1
WHI4,1
GDH2,1
NOP6,1
CWC2,2
PPH22,2
AIR2,1
DLD1,1
CDC9,1
NOP14,1
RPO21,1
SCM3,1
LUC7,1
YDL085C-A,1
YET3,1
SLM3,1
RTK1,1
MED2,1
DAD1,1
REG1,1
PST2,1
TPI1,1
UBC5,2
IPT1,1
ARX1,1
MKC7,1
SWI5,1
CPR1,1
ARG82,1
RVB1,1
UME6,1
MFB1,1
PCF11,1
COX20,1
RKM4,1
ATP5,1
RSC3,1
CPR5,1
YDR306C,2
PIB1,2
PEP7,1
SKP1,1
RQC1,1
FCF1,1
YPS7,1
EAF1,1
YHP1,1
RMT2,1
YDR476C,1
PUF6,1
SEC20,1
GNP1,1
URC2,1
VMA8,1
HYP2,1
MCM3,1
VMA3,2
SNU13,1
GEA2,1
VAC8,1
UBC8,2
NOP16,1
PRE1,3
PRP22,2
ISC1,2
GPA2,1
RPN3,1
GCD11,1
PHM8,1
GLN3,1
ISD11,1
JHD1,1
THO1,1
RGI1,1
MOT2,1
RNR1,1
IES5,1
RAD51,1
LSM4,1
LSM5,1
ECM32,1
PDA1,1
YEL023C,1
AFG3,2
SPC25,2
SBH2,1
ARB1,1
HVG1,1
RSM18,1
GPP2,1
SBH1,1
MET6,1
PUP3,1
NUP157,1
SWI4,1
FTR1,1
YER156C,1
BUR6,1
BUD27,3
GAT1,1
HSP12,1
BLM10,1
SEC4,1
LOC1,1
NIC96,1
FAB1,1
RPN12,1
ACT1,1
YPT1,1
EPL1,3
FRS2,1
MDJ1,1
YFR018C,1
RPL29,1
QCR6,1
PRE4,1
RET2,1
PDE1,1
BRR6,1
RTF1,1
DOC1,1
CSE1,1
CLG1,1
VAM7,1
NCS6,1
ARO8,2
YIP4,1
DSD1,1
COX13,1
GTS1,1
CUP2,1
AIM14,1
NUT1,1
FLC3,1
SCS3,1
MET13,2
COQ8,1
USE1,1
SRM1,1
YGL088W,1
MNP1,1
SGF73,1
RAD6,1
OLE1,1
ALG13,1
DST1,1
CUL3,1
NMA2,1
MCY1,1
ORM1,1
TAM41,1
YGR054W,1
RSC1,1
ERG25,2
YGR079W,1
FHN1,1
PEX4,2
CAF130,2
PRE9,1
VPS62,1
THI4,1
ENP2,1
PTI1,1
RBG2,1
SKI6,1
PMT6,1
YCH1,1
ADE3,1
CRM1,1
NAS6,1
MPC3,2
YGR266W,1
YOR1,1
HAP2,1
EMP24,1
PMR1,1
YIP5,1
SOH1,1
PRP43,1
RPB9,1
SDS23,1
RNA15,1
SWC4,1
SEC9,1
ACB1,1
NQM1,1
RME1,1
MCO32,1
PEX8,1
PAC10,1
MRP13,1
RPL11B,1
YGR130C,1
PHB1,1
NAT2,1
YIP1,1
OKP1,1
UBR1,1
TDH3,1
XKS1,1
PCT1,1
PHB2,1
MIC26,1
SPG1,1
YAP1802,2
MES1,1
FOL2,1
HUA1,1
PXR1,1
ERV29,1
ECM29,2
MRP4,2
STP2,1
MYO1,1
VMA16,1
BCD1,1
SAM35,1
NAM8,1
YHR127W,1
YHR140W,1
NMD3,1
MNL1,1
GOS1,2
STE20,2
SHU1,2
MSC7,1
VMA10,1
PPE1,1
ANS1,1
YCK1,1
RPS4B,1
BNR1,1
RPL40A,1
NDC80,1
MET18,1
STH1,1
KGD1,1
QDR2,1
RHO3,1
HIS5,1
SDP1,1
HOS4,1
YIL108W,1
MOB1,1
TIM44,1
CMI7,1
AIM21,1
VLD1,1
RPR2,1
POT1,1
ESL1,1
MLP2,1
PAN6,1
TAO3,1
RRT14,1
SEC24,1
PFK26,1
SLM1,1
RPN2,1
YRB2,1
ARC15,1
SNP1,1
YKE4,1
MPH1,1
