,Ypd
CDC19,6.16822429906542
EFB1,2.261306532663317
CLN3,18.606014552823062
ERP2,2.512562814070352
SSA1,2.261306532663317
KIN3,7.526294767674077
CDC6,22.690987124463522
RPA34,6.380942438983652
ASF1,2.4904761904761905
ARG3,3.0095238095238095
IRC8,12.996402877697841
YJL045W,2.019047619047619
RAD7,2.3523809523809525
BUD4,22.661004102015337
ELO1,22.690987124463522
JJJ2,2.142857142857143
CIS3,4.8431372549019605
FAR1,3.6936936936936937
MCO6,2.1857142857142855
NCA3,2.4904761904761905
PRY1,12.814977973568281
UBX6,2.3190476190476192
YJL047C-A,2.3190476190476192
JSN1,22.661004102015337
CBT1,12.29714041826718
HYM1,2.1609756097560973
ASH1,5.681614349775785
PIR3,5.804979253112033
PGM1,2.2439024390243905
CWP2,5.190243902439025
YKL069W,2.165898617511521
BCH2,2.1463414634146343
YKR041W,39.51246044303797
UTH1,34.76562499999999
TFA2,2.024390243902439
GPT2,4.629268292682927
AIM29,2.2
PCK1,9.75609756097561
STE6,12.29714041826718
MTR2,5.681614349775785
PIR1,5.804979253112033
GPM1,2.0634146341463415
CCP1,4.629268292682927
SIS2,2.2
PAU17,2.169811320754717
RPL10,2.5761316872427984
FMP25,2.5761316872427984
YLR112W,18.624434389140273
HOG1,18.624434389140273
MMR1,14.933333333333332
MCM5,11.963470319634704
NMA1,2.3443396226415096
MID2,2.3215859030837005
NUP2,2.2036199095022626
FKS1,3.390681003584229
VPS36,2.2877358490566038
CAR2,8.057851239669422
SMF3,2.009433962264151
BUD20,2.5761316872427984
RAX2,8.471861471861471
CCW12,18.624434389140273
RNH203,2.1226415094339623
ATG26,14.933333333333332
CDC42,3.8207547169811322
TMA10,2.3443396226415096
RPS25B,2.2036199095022626
PUN1,2.2877358490566038
DIF1,8.057851239669422
YML119W,4.121848739495798
HUG1,5.853061224489796
SML1,5.853061224489796
CMP2,5.853061224489796
SUR7,7.040816326530613
TSA1,7.333333333333334
YOX1,7.333333333333334
MIX17,3.48
HOF1,22.078602620087338
ARG80,2.292682926829268
NCW1,5.265151515151516
FDO1,2.2548262548262548
CLN1,5.795833333333333
HOR7,3.9951219512195126
GFD1,4.214634146341464
YKU70,2.0682926829268293
NDI1,4.121848739495798
NTE1,5.853061224489796
YML053C,9.301352724998045
GIS4,2.6601941747572813
CDC5,3.48
SOK2,2.292682926829268
EIS1,22.078602620087338
ARA2,2.292682926829268
RPL15B,5.265151515151516
CMC4,2.6194690265486726
YMR253C,4.214634146341464
URA10,2.8292682926829267
SCW10,6.0476190476190474
CLA4,10.47420002840736
PCL1,19.864406779661017
CAF40,2.216393442622951
RAD50,2.0285714285714285
RPS3,2.1619047619047618
MFA2,19.814285714285713
OCA2,5.0730126728110605
MSG5,8.166666666666666
BOP3,2.1142857142857143
NCE103,2.0428571428571427
RCF2,4.958677685950414
CPR8,12.674579181129399
YNR063W,39.89047619047619
NRD1,2.0285714285714285
YNL058C,5.0730126728110605
YNL035C,2.238095238095238
RPL25,2.030701754385965
ZEO1,2.009569377990431
PSH1,2.2775119617224884
LAG2,2.583732057416268
HST3,6.040485829959514
MSA1,7.188612099644128
SGO1,2.1531100478468903
YVC1,2.1674641148325358
SRL1,12.536363636363637
CPA1,2.519047619047619
SFG1,29.800981461286803
REV1,2.248803827751196
YOR389W,15.113122171945701
THI20,2.0143540669856463
MDM38,2.583732057416268
MIM1,2.583732057416268
AHC1,6.040485829959514
ASE1,22.63157894736842
TCB1,2.1674641148325358
ENV9,12.536363636363637
SPS4,29.800981461286803
YOR342C,6.210526315789474
TYE7,5.220095693779904
FDH1,15.113122171945701
BBP1,12.229576029351815
RPL7B,2.412060301507538
ISU1,2.0101522842639596
RPS9A,2.177121771217712
HAA1,3.2588832487309647
PIS1,3.708920187793427
NCE102,2.8365384615384612
GPH1,2.3654822335025383
CLN2,12.229576029351815
IQG1,3.950877192982456
YPL199C,2.412060301507538
SUR1,2.055555555555556
MRD1,3.708920187793427
CLB5,2.288557213930348
OPT2,3.1472081218274113
KTI11,2.130890052356021
ECM13,3.6596858638743455
PRE7,2.229437229437229
CHS2,7.651347174628771
ATG42,4.659685863874345
MCM7,14.438356164383562
AAR2,2.9162303664921465
RPS8A,2.130890052356021
COR1,3.6596858638743455
FUI1,2.229437229437229
SCO1,7.651347174628771
TIP1,2.2127659574468086
YBR138C,4.659685863874345
MIN7,14.438356164383562
RDT1,3.9704641350210967
SPB1,3.9704641350210967
KCC4,4.411764705882353
BUD31,5.787590407308717
HCM1,3.027027027027027
