,Ypd
ECM33,1
ERV15,1
VBA2,1
MIX23,1
SCS22,1
COR1,1
URA7,1
RIB1,1
IPP1,1
CDS1,1
TCM62,1
PRP6,1
SLM4,1
SEC18,1
SPT7,1
FES1,1
YBR197C,1
"DUR1,2",1
PCS60,1
SSH1,1
PRD1,1
SAT4,1
YCR016W,1
THR4,1
BUD31,1
MIC10,1
YCR006C,1
CTO1,1
RHB1,1
NHP2,1
GLE1,1
RBS1,1
STE7,1
RPN5,1
CCT4,1
BDF2,1
TSR1,1
GRX6,1
APC11,1
RPT2,1
YRB1,1
SES1,1
ARO3,1
RRP8,1
GIS1,1
BMH2,1
CCT6,1
REF2,1
MSS4,1
GCD6,1
ADR1,1
HTA1,1
ADK1,1
LYS4,1
AMD2,1
YDR262W,1
MHR1,1
PMT7,1
SSF2,1
SEM1,2
EFT2,1
HKR1,1
NHX1,1
MRPL28,1
STP1,1
SNA2,1
RBA50,1
FMP45,1
GDH2,1
CWC2,1
UFD2,1
DHH1,1
NOP14,1
YDL144C,1
YET3,1
RPS29B,1
GPR1,1
DIA3,1
RPN4,1
YDL012C,1
NTH1,1
ATG31,1
SND1,1
MSS116,1
UME6,1
RTN1,1
HEL2,1
DPP1,1
HDA2,1
YDR306C,1
YSP2,1
SKP1,1
FCF1,2
ATO3,1
UBA2,1
RPB7,1
GUK1,1
CMI8,1
RIB3,1
VMA3,1
TIM9,1
UBC8,1
PRE1,1
ISC1,1
PHM8,1
UBP9,1
LSM4,1
GLC7,1
PAB1,1
DNF1,1
RAD23,1
AFG3,1
SPC25,1
ARB1,1
FCY2,1
PTP3,1
SWI4,1
YER158C,1
BUR6,2
SLO1,1
RGD2,1
RPO41,1
GCN20,1
UBP6,1
PTR3,2
CDC26,1
EMP47,1
ACT1,1
MIC19,1
YFR016C,1
IGD1,1
YFR018C,1
HIS2,1
CDC14,2
QCR6,1
PHO4,2
HXK2,1
ARO8,1
SUA5,1
SCS3,1
MET13,1
TYW3,1
ALG13,1
YGL039W,2
CGR1,1
MSP1,1
GSC2,1
YGR054W,2
RSC1,1
UTP22,1
RPS23A,1
ASN2,1
SKN1,1
THI4,1
TIF4631,1
MRPS35,1
TIM13,1
TFG1,1
YCH1,1
ADE3,1
GCN5,1
YTA7,2
SOH1,1
NAB2,1
GPG1,1
ERV14,1
THG1,1
MCO32,2
YGR067C,1
VOA1,1
CLB6,1
COG2,1
PPT1,1
CBP4,1
ERG1,1
QCR9,1
TYS1,1
PCT1,1
PFK1,1
FOL2,1
HUA1,2
BGL2,1
WSC4,1
MRP4,1
NCP1,1
COX6,1
LRP1,1
BZZ1,1
MPC2,1
SVP26,1
OCA5,1
NPR3,1
STE20,1
SHU1,1
TIM10,1
ERG11,1
SOD2,1
SSZ1,1
LAM4,1
RPL42B,1
DCD1,1
YAP1801,1
PRP8,1
FLX1,1
MET18,1
PRK1,1
VHR1,1
GPP1,1
DFG10,1
NEO1,1
MNT3,1
CFD1,1
EGH1,1
SEC11,1
DAL81,1
VHS2,1
TAO3,1
YIL102C-A,1
BMT5,1
CAB2,1
RGI2,1
YIL055C,1
SSM4,1
IRR1,1
YIL014C-A,1
EST3,1
PAN1,1
