,Ypd
SNC1,7.965116279069767
FRT2,3.703534031413612
PSK1,3.2822085889570554
GIP4,7.965116279069767
MYO4,3.703534031413612
PHO90,3.721320649132625
CDC6,7.769911504424778
DAS1,2.9250744997871436
ROQ1,6.8181309457190835
TIM17,6.8181309457190835
CCT7,6.522845275181724
SIP4,2.1695579182988247
NET1,4.72299944040291
IRC8,2.266368214885283
YJL045W,2.239507554560716
HCA4,2.6420198376916137
MPS3,6.529850746268657
PRE3,9.594533029612757
SUI2,2.2312499999999997
RAD7,2.288752098489088
TOR1,2.5137101287073307
STE18,12.42305540011192
YUH1,6.824498198661863
IBA57,2.777130757014293
IML1,5.2786793508673755
MBB1,3.721320649132625
ELO1,7.769911504424778
CIS3,12.848755071969535
SNA3,2.9250744997871436
LSM1,3.764969222160045
YJL107C,3.4415221040850588
GYP6,4.8276440962507
BBC1,6.529850746268657
CTK2,7.6888640179071075
OST1,9.594533029612757
ARP3,2.5137101287073307
CDC11,8.108561835478456
TMH11,12.42305540011192
GRR1,11.530378486055778
YJR098C,6.824498198661863
RSF2,4.985657764589516
MET5,5.2786793508673755
FAS1,3.0359858084135833
AVT3,21.823260538344336
RPT1,9.89179275561669
MRP8,7.283392585068562
DGR2,7.678517013712544
SBA1,2.0568816658202134
SRX1,3.9156932453021835
MDH1,3.9156932453021835
TEF4,8.245551601423488
VMA5,5.845305832147938
TOA2,11.507572544881342
SFK1,10.45862412761715
MRT4,2.6348400203148805
MEH1,2.2244794311833416
RSC4,2.2244794311833416
PRY2,7.186389029964449
MIC60,8.059928897917725
SAP190,2.7572371762315893
DAL80,2.782122905027933
DID2,2.782122905027933
GAP1,2.0152361604875573
OAF3,2.351447435246318
MET1,14.012188928390046
AIM29,2.3214829862874558
ECM4,2.522092432706958
MTD1,5.883189436262062
TOR2,2.803453529710513
SDH1,21.823260538344336
SRP21,7.678517013712544
VPH2,2.0568816658202134
KTI12,4.128999492127984
GFA1,10.155522535908865
RRP14,8.245551601423488
FBA1,2.833821682712432
MPE1,11.507572544881342
NUP120,3.769720725134738
TMA19,3.769720725134738
DEF1,3.785610816030903
MDM35,3.785610816030903
ASK1,14.244234943648053
IXR1,3.444895886236668
PAN3,4.240731335703402
MIN9,4.240731335703402
URA6,4.240731335703402
UFD4,2.6348400203148805
MRPL13,2.2244794311833416
YKR011C,7.186389029964449
KAE1,2.0152361604875573
LAS1,2.351447435246318
BET3,14.012188928390046
SIS2,2.3214829862874558
YKR075C,3.148806500761808
TRZ1,5.883189436262062
LDB18,4.868020304568528
FRA1,5.314207650273224
ISA1,2.3227650727650726
EMC6,5.939650608787718
YEH1,8.052938062466914
DRS1,3.2769367764915405
RSC58,2.842244573848597
YLR112W,35.54949708840657
HOG1,30.520381154049762
CFT2,6.933827421916358
DIP2,2.212811011116993
RRN5,2.219163578613023
STM1,4.298570672313393
RPS31,2.1799894123875068
IDP2,2.273689782953944
PWP1,2.7972472207517205
UCC1,9.88247750132345
HAP1,2.8586553732133404
RED1,4.904711487559555
ECM38,3.6410799364743247
CDA2,4.824245632609846
LUG1,4.033880359978824
ADE13,6.700370566437268
CSR1,12.988330796549976
RPS29A,10.223336371923427
ECM19,6.593965060878771
CCW14,6.593965060878771
SFP1,2.6294335627316037
BER1,2.7114875595553203
COF1,4.868020304568528
VPS13,14.5950184501845
UBI4,3.269827204253434
GPI13,5.314207650273224
PUF3,8.052938062466914
PSR1,5.552506227139151
COX17,3.2769367764915405
AAT2,3.6204529855868226
SRL2,2.142403388035998
NYV1,2.6585494970884063
GIS3,4.843832715722605
CCW12,5.029115934356803
AVL9,6.933827421916358
SLS1,2.219163578613023
YLR149C,4.298570672313393
UPS2,7.300158814187401
APS1,7.300158814187401
DPH5,7.300158814187401
NMT1,2.7972472207517205
TUB4,4.728957120169401
IFH1,9.88247750132345
CDC42,8.988883006881949
NDL1,2.8586553732133404
YPT6,4.904711487559555
TMA7,4.904711487559555
YHC1,3.6410799364743247
YLR307C-A,4.824245632609846
IMH1,2.4605611434621495
NIT3,4.033880359978824
SEC61,12.988330796549976
STE23,6.593965060878771
DUS3,2.6294335627316037
YML119W,12.645146805441424
DAT1,3.390077821011673
CAC2,7.552281368821292
YML082W,2.8842412451361867
TDA9,7.055075102412381
HUG1,3.49377990430622
SML1,3.49377990430622
CAT2,5.904669260700389
YAP1,9.43974732750243
YPT7,10.491245136186771
MIX17,16.99620548311403
AIM34,3.3511673151750974
MVP1,3.3511673151750974
YET2,4.8639774859287055
CSM3,5.914396887159533
SPG4,6.683852140077821
ILV2,6.683852140077821
NCW1,12.133785398074625
CIN4,2.0136186770428015
RIM11,2.0136186770428015
SIP5,5.543239369326326
NUP53,7.558365758754864
ADD37,7.213709677419355
RTP1,7.213709677419355
HSC82,4.606105185730049
GCV2,16.96997690531178
RPL36A,3.481512255920233
YMR206W,3.195525291828794
ERG12,4.6434824902723735
UBP8,5.6177042801556425
RSN1,6.099221789883269
GPI12,5.034046692607004
TDA1,6.393482490272374
GOT1,3.249513618677043
ELP6,5.055447470817121
COX14,9.026750972762647
TUB3,5.256570155902004
NDI1,12.645146805441424
TAF8,3.390077821011673
NUP188,7.552281368821292
TUB1,2.247081712062257
YML083C,2.8842412451361867
ATP18,7.055075102412381
NTE1,3.49377990430622
YML053C,2.1108949416342413
RRN11,5.904669260700389
VPS71,7.281128404669261
ERG6,9.43974732750243
CDC5,13.645038167938932
SEC59,3.6134739707383465
ERG5,7.043597980725103
SUB1,4.8639774859287055
NUP116,5.914396887159533
PDS5,3.2684824902723735
SPC24,10.93774319066148
SHH3,10.93774319066148
RPL15B,12.133785398074625
PSO2,2.0136186770428015
RGM1,14.392509727626459
MRPS17,16.96997690531178
CMC4,3.481512255920233
PFK2,3.195525291828794
HFA1,4.6434824902723735
FMP42,5.6177042801556425
FSH2,5.6177042801556425
PET111,3.9883268482490273
YMR265C,6.099221789883269
CAT8,5.034046692607004
HAS1,6.393482490272374
SCW10,2.9036964980544746
GLC8,5.055447470817121
YNL320W,2.0063106796116505
TOS6,5.290858725761773
PRM1,5.825242718446602
POL2,4.786407766990291
SLA2,4.053398058252427
CSL4,2.4640776699029128
ADE12,3.4601941747572815
YNL190W,5.907766990291262
CBK1,14.328640776699029
PGA1,14.189805825242718
IGO1,14.189805825242718
KRE33,2.7315533980582525
SPC98,2.260194174757282
NAF1,7.771844660194175
MLS1,10.655339805825243
RPC19,13.103398058252427
DBP2,13.103398058252427
MET4,2.3106796116504853
NST1,13.140776699029127
RHO2,9.765533980582525
NIS1,11.877340823970037
IMP4,2.2223300970873785
SUN4,13.927184466019417
AQR1,8.936893203883495
ALG11,2.181553398058252
PUB1,2.8640776699029127
LST8,2.5313559322033896
URK1,13.658767772511847
YNR014W,8.077669902912621
TIM23,19.10242718446602
DBP6,2.233009708737864
DPI29,6.269902912621359
RPD3,8.689320388349515
KRI1,8.950064020486556
RPL18B,5.290858725761773
MRPL10,8.849514563106796
ERG24,5.825242718446602
BNI1,2.7233009708737863
YIF1,4.786407766990291
SUI1,4.053398058252427
PDR16,6.505825242718447
URE2,3.9029126213592233
POP1,3.4601941747572815
GCR2,2.0067961165048542
WHI3,3.70873786407767
MRPL19,2.091747572815534
MRPL22,3.6754700089525514
PSD1,15.643203883495145
FMP41,15.643203883495145
ASI2,14.189805825242718
FYV6,2.7315533980582525
ESBP6,7.771844660194175
DCP2,10.655339805825243
YNL115C,13.103398058252427
CYB5,6.920388349514563
NOP15,6.920388349514563
